pathway	feature_ids
mRNA surveillance pathway	TPD3
mRNA surveillance pathway	RNA15
mRNA surveillance pathway	SGN1
mRNA surveillance pathway	PFS2
mRNA surveillance pathway	ABD1
mRNA surveillance pathway	SYC1
mRNA surveillance pathway	PCF11
mRNA surveillance pathway	CLP1
mRNA surveillance pathway	HBS1
mRNA surveillance pathway	SUP45
mRNA surveillance pathway	NAM7
mRNA surveillance pathway	RTS1
mRNA surveillance pathway	GLC7
mRNA surveillance pathway	PPQ1
mRNA surveillance pathway	MEX67
mRNA surveillance pathway	CFT2
