term	gene
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Aph1a
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Ncstn
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Dtx2
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Dtx4
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Dll3
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Dll4
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Rbpjl
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Dtx3l
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Mfng
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Hes1
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Numb
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Hes5
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Jag1
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Kat2a
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Rfng
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Crebbp
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Notch4
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Numbl
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Notch1
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Notch2
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Lfng
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Notch3
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Psen1
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Dvl1
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Psen2
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Dvl2
NOTCH SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP517%RATTUS NORVEGICUS	Dvl3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Faslg
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ikbkb
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ikbkg
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Egfr
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rela
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rras
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map2k1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Tnfrsf1a
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Traf2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Grb2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Chuk
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Raf1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Sos1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk8
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map3k5
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Casp3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fos
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fas
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacng8
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacna1g
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Max
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacna1h
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacna1e
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacng7
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map2k6
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacna1f
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Tgfb2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacna1c
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Hspb1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacna1a
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cdc42
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacna1b
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapkapk2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacng1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacng4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Pdgfb
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapkapk5
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacng5
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map2k4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacng3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map3k1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Elk4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rps6ka5
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacna1s
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mknk1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Lamtor3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Tgfbr1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk9
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rasgrp4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Daxx
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rasgrp1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Traf6
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Atf2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Flnc
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rasgrp2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map3k8
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Flnb
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map3k6
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cdc25b
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Nfkb2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Jund
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Pla2g4a
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Elk1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map3k4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Stk4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Tgfb3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Crkl
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Nf1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ppp3cc
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ppp3cb
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rasgrf2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Akt2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Akt1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Hspa2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Tab1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rac1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Gadd45a
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ppp5c
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Pla2g4b
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Pla2g4e
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Pla2g4d
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ptprr
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapt
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map3k2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Nfatc3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Prkacb
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ngf
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacna2d1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacna2d3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Dusp16
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ppm1a
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Prkcd
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map4k4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ptpn7
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map4k3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Dusp3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ntf4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Il1b
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Dusp2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Hspa1l
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Dusp4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ntf3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Arrb2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Arrb1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf6
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Dusp10
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf5
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Dusp9
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf8
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Dusp8
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf7
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Jun
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacnb4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf9
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map4k1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk14
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacnb1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cacnb2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Taok2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Taok1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Taok3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map2k2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Il1a
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ntrk1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rapgef2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk8ip1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk8ip3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Hras
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Il1r2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mknk2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Il1r1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgfr3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rac2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Stmn1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgfr4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgfr1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgfr2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Egf
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Cd14
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Gng12
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf16
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf17
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Akt3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf14
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf18
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rps6ka3
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf19
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rps6ka4
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf12
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rap1a
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Braf
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf13
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf10
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rap1b
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Sos2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf11
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Crk
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map2k7
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Fgf20
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Gna12
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Prkaca
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk12
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk13
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Pdgfrb
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map3k11
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Pdgfa
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mos
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map3k13
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map3k14
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Pak1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk11
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Pak2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Tgfb1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mapk10
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Map3k7
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ntrk2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Bdnf
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Tp53
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rasa1
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Mef2c
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Prkcg
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Nras
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Ppp3ca
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Nlk
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Rras2
MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP358%RATTUS NORVEGICUS	Tmem97
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Rack1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Pik3ca
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Ywhaq
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Birc5
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Rac2
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Matk
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Slc2a1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Bcl2l11
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Shc1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Mapk1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Kcnip3
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Ywhab
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Foxo1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Fcer2
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Bcl2l1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Gab2
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Gab1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Dnm1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Chek1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Il3ra
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Il3
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Map2k1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Selp
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Id1
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Rap1a
IL 3 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP319%RATTUS NORVEGICUS	Bmx
